年份,地块名,地块类型,季次,季次编号,作物编号,作物名称,作物类型,替代组,统计季次,种植面积/亩,鲁棒亩产量/斤每亩,亩成本/元,鲁棒售价/元每斤,鲁棒需求/斤
2026,B10,梯田,第一季,1,10,黍子,粮食,杂粮薯类,单季,25.0,475.765652050262,424.3112778179011,7.423152727657756,12121.055635427607
2026,B11,梯田,第一季,1,3,红豆,粮食（豆类）,豆类粮食,单季,60.0,361.9049515904992,412.88674772355694,8.170507208058199,21723.054734687877
2026,B12,梯田,第一季,1,7,玉米,粮食,主粮,单季,45.0,901.0877748694983,588.738085820865,2.9676736165385242,161969.99988616374
2026,B13,梯田,第一季,1,7,玉米,粮食,主粮,单季,35.0,901.0877748694983,588.738085820865,2.9676736165385242,161969.99988616374
2026,B14,梯田,第一季,1,8,谷子,粮食,杂粮薯类,单季,20.0,357.98727345520405,424.35269733873093,6.679998233064262,69250.7568884179
2026,C1,山坡地,第一季,1,12,南瓜,粮食,杂粮薯类,单季,15.0,2558.832908422832,1178.5864478706212,1.4837129686572175,33966.67276400558
2026,C2,山坡地,第一季,1,5,爬豆,粮食（豆类）,豆类粮食,单季,13.0,353.1387711745835,412.2062157486812,6.684902259274005,9562.07143357733
2026,C3,山坡地,第一季,1,13,红薯,粮食,杂粮薯类,单季,15.0,1882.9463549068566,2357.2718277873078,3.2166830488665794,34850.44752347765
2026,C4,山坡地,第一季,1,11,荞麦,粮食,杂粮薯类,单季,18.0,94.5007090808181,411.8712169126758,39.54355355345801,1453.3237793726862
2026,C5,山坡地,第一季,1,8,谷子,粮食,杂粮薯类,单季,27.0,340.34210884733733,423.8339495001329,6.679998233064262,69250.7568884179
2026,C6,山坡地,第一季,1,2,黑豆,粮食（豆类）,豆类粮食,单季,20.0,424.57087712147637,471.74359670879454,7.421839842464027,21193.362506064608
2026,D1,水浇地,第一季,1,21,西红柿,蔬菜,第一季蔬菜,第一季,15.0,2269.291830447928,2355.865712882779,7.488835372736565,35089.036185805126
2026,D1,水浇地,第二季,2,35,大白菜,蔬菜,第二季根茎类蔬菜,第二季,15.0,4701.8252834288905,2354.069674943001,2.8515579904483572,145677.72450008345
2026,D2,水浇地,第一季,1,28,小青菜,蔬菜,第一季蔬菜,第一季,10.0,3018.104786335261,1884.3152572223169,6.888006014746137,34304.46043266482
2026,D2,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,10.0,3760.4565529640217,588.5081903668281,2.8483463624468603,96795.99329412988
2026,D3,水浇地,第一季,1,20,土豆,蔬菜,第一季蔬菜,第一季,14.0,1887.6677212202828,2351.194905035656,4.482436550515806,28964.13921212182
2026,D3,水浇地,第二季,2,37,红萝卜,蔬菜,第二季根茎类蔬菜,第二季,14.0,2828.339051785478,588.1115904036187,3.707000498630664,34843.55009639842
2026,D4,水浇地,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,6.0,6030.589434517254,2351.750384095526,6.589083928007892,43918.441940972145
2026,D4,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,6.0,3760.4565529640217,588.5081903668281,2.8483463624468603,96795.99329412988
2026,D5,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,第一季蔬菜,第一季,10.0,1887.8856082839682,1176.9127113602585,8.080314766200656,26024.510931807108
2026,D5,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,10.0,3760.4565529640217,588.5081903668281,2.8483463624468603,96795.99329412988
2026,D6,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,12.0,2837.320225982576,2355.181998317459,9.58212278595365,35261.97252420358
2026,D6,水浇地,第二季,2,35,大白菜,蔬菜,第二季根茎类蔬菜,第二季,12.0,4701.8252834288905,2354.069674943001,2.8515579904483572,145677.72450008345
2026,D7,水浇地,第一季,1,16,水稻,粮食,主粮,单季,22.0,472.69760199974917,801.7075457049359,6.922692902450972,20282.72136386167
2026,D8,水浇地,第一季,1,16,水稻,粮食,主粮,单季,20.0,472.69760199974917,801.7075457049359,6.922692902450972,20282.72136386167
2026,E1,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3388.9492663959513,2823.5152763689566,7.76712727851968,6261.930370266563
2026,E1,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9364.893593123883,11776.298138845346,14.332923209681606,17416.616384991685
2026,E2,普通大棚,第一季,1,28,小青菜,蔬菜,第一季蔬菜,第一季,0.6,3793.6603576799157,2357.21227488347,6.888006014746137,34304.46043266482
2026,E2,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3774.5351622303883,2355.670061440428,17.066099637601667,6968.76378062874
2026,E3,普通大棚,第一季,1,21,西红柿,蔬菜,第一季蔬菜,第一季,0.6,2836.8280467216237,2824.463375763281,7.488835372736565,35089.036185805126
2026,E3,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E4,普通大棚,第一季,1,28,小青菜,蔬菜,第一季蔬菜,第一季,0.6,3793.6603576799157,2357.21227488347,6.888006014746137,34304.46043266482
2026,E4,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3774.5351622303883,2355.670061440428,17.066099637601667,6968.76378062874
2026,E5,普通大棚,第一季,1,25,菜花,蔬菜,第一季蔬菜,第一季,0.6,3780.516060244437,3534.174250340549,6.594864773506492,3469.1394093688227
2026,E5,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E6,普通大棚,第一季,1,29,黄瓜,蔬菜,第一季蔬菜,第一季,0.6,14299.84784684434,4122.284989429311,8.381352082675875,12628.312688834394
2026,E6,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4730.780147080311,3535.150430438835,51.56556408431325,8708.857502344921
2026,E7,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3388.9492663959513,2823.5152763689566,7.76712727851968,6261.930370266563
2026,E7,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E8,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3388.9492663959513,2823.5152763689566,7.76712727851968,6261.930370266563
2026,E8,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4730.780147080311,3535.150430438835,51.56556408431325,8708.857502344921
2026,E9,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3388.9492663959513,2823.5152763689566,7.76712727851968,6261.930370266563
2026,E9,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E10,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3413.4156235080027,2828.5130135359227,9.58212278595365,35261.97252420358
2026,E10,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9364.893593123883,11776.298138845346,14.332923209681606,17416.616384991685
2026,E11,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3413.4156235080027,2828.5130135359227,9.58212278595365,35261.97252420358
2026,E11,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E12,普通大棚,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,0.6,7531.918625866773,2825.4928689808835,6.589083928007892,43918.441940972145
2026,E12,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9364.893593123883,11776.298138845346,14.332923209681606,17416.616384991685
2026,E13,普通大棚,第一季,1,21,西红柿,蔬菜,第一季蔬菜,第一季,0.6,2836.8280467216237,2824.463375763281,7.488835372736565,35089.036185805126
2026,E13,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3774.5351622303883,2355.670061440428,17.066099637601667,6968.76378062874
2026,E14,普通大棚,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,0.6,7531.918625866773,2825.4928689808835,6.589083928007892,43918.441940972145
2026,E14,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E15,普通大棚,第一季,1,31,辣椒,蔬菜,第一季蔬菜,第一季,0.6,1898.7083226899804,1411.7717540933338,8.676497751894797,1160.9047923950102
2026,E15,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,937.9476954004583,11777.239208741,85.31230772923283,4060.5588995396843
2026,E16,普通大棚,第一季,1,24,青椒,蔬菜,第一季蔬菜,第一季,0.6,2858.1347196735846,2355.250330038284,6.427349760085849,2532.5571646746184
2026,E16,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4730.780147080311,3535.150430438835,51.56556408431325,8708.857502344921
2026,F1,智慧大棚,第一季,1,32,空心菜,蔬菜,第一季蔬菜,第一季,0.6,11342.371263844903,5885.2487832668085,5.393439323855085,3485.403334556895
2026,F1,智慧大棚,第二季,2,26,包菜,蔬菜,第一季蔬菜,第二季,0.6,3903.212841256577,4529.412853124736,7.774915108019069,3912.672780805185
2026,F2,智慧大棚,第一季,1,27,油麦菜,蔬菜,第一季蔬菜,第一季,0.6,4730.758661101048,2356.3492894164947,5.980115816519694,4342.898935017344
2026,F2,智慧大棚,第二季,2,26,包菜,蔬菜,第一季蔬菜,第二季,0.6,3903.212841256577,4529.412853124736,7.774915108019069,3912.672780805185
2026,F3,智慧大棚,第一季,1,29,黄瓜,蔬菜,第一季蔬菜,第一季,0.6,14097.479806579862,4124.821684847022,8.381352082675875,12628.312688834394
2026,F3,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,第一季蔬菜,第二季,0.6,2077.8085548052372,1554.560607502881,8.080314766200656,26024.510931807108
2026,F4,智慧大棚,第一季,1,30,生菜,蔬菜,第一季蔬菜,第一季,0.6,4725.504753137613,2355.2403999530516,6.287494597403551,2754.446658229702
2026,F4,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,第一季蔬菜,第二季,0.6,2077.8085548052372,1554.560607502881,8.080314766200656,26024.510931807108
2027,A1,平旱地,第一季,1,7,玉米,粮食,主粮,单季,80.0,954.0147031624541,618.6177089788697,2.9710872978440594,173453.45161364734
2027,A2,平旱地,第一季,1,4,绿豆,粮食（豆类）,豆类粮食,单季,55.0,329.62575055785265,433.1993906700056,6.936076567743078,32057.81867033212
2027,A3,平旱地,第一季,1,9,高粱,粮食,杂粮薯类,单季,35.0,604.1650196779614,493.6506250855029,5.940426193834374,29214.457371588574
2027,A4,平旱地,第一季,1,6,小麦,粮食,主粮,单季,72.0,764.4879932532559,556.832524340969,3.4656628484408634,222392.74376601572
2027,A5,平旱地,第一季,1,6,小麦,粮食,主粮,单季,68.0,764.4879932532559,556.832524340969,3.4656628484408634,222392.74376601572
2027,A6,平旱地,第一季,1,7,玉米,粮食,主粮,单季,55.0,954.0147031624541,618.6177089788697,2.9710872978440594,173453.45161364734
2027,B1,梯田,第一季,1,3,红豆,粮食（豆类）,豆类粮食,单季,60.0,363.7587147594837,433.3513781607938,8.177792319314028,21784.736888665393
2027,B2,梯田,第一季,1,6,小麦,粮食,主粮,单季,46.0,729.1194680901244,556.2258745348668,3.4656628484408634,222392.74376601572
2027,B3,梯田,第一季,1,8,谷子,粮食,杂粮薯类,单季,40.0,363.15955616838454,445.37302982465496,6.689162179319904,69331.49832073081
2027,B4,梯田,第一季,1,8,谷子,粮食,杂粮薯类,单季,28.0,363.15955616838454,445.37302982465496,6.689162179319904,69331.49832073081
2027,B5,梯田,第一季,1,10,黍子,粮食,杂粮薯类,单季,25.0,477.0393610554531,445.0191890522496,7.429526569454356,12224.91054165556
2027,B6,梯田,第一季,1,1,黄豆,粮食（豆类）,豆类粮食,单季,86.0,359.3798976953297,494.76844757618437,3.2220547188217363,55299.33960712621
2027,B7,梯田,第一季,1,6,小麦,粮食,主粮,单季,55.0,729.1194680901244,556.2258745348668,3.4656628484408634,222392.74376601572
2027,B8,梯田,第一季,1,4,绿豆,粮食（豆类）,豆类粮食,单季,44.0,312.4181045163095,432.57561591567054,6.936076567743078,32057.81867033212
2027,B9,梯田,第一季,1,2,黑豆,粮食（豆类）,豆类粮食,单季,50.0,450.0092182591667,494.5571749227469,7.4274875130992335,21152.285417569274
2027,B10,梯田,第一季,1,6,小麦,粮食,主粮,单季,25.0,729.1194680901244,556.2258745348668,3.4656628484408634,222392.74376601572
2027,B11,梯田,第一季,1,8,谷子,粮食,杂粮薯类,单季,60.0,363.15955616838454,445.37302982465496,6.689162179319904,69331.49832073081
2027,B12,梯田,第一季,1,8,谷子,粮食,杂粮薯类,单季,45.0,363.15955616838454,445.37302982465496,6.689162179319904,69331.49832073081
2027,B13,梯田,第一季,1,2,黑豆,粮食（豆类）,豆类粮食,单季,35.0,450.0092182591667,494.5571749227469,7.4274875130992335,21152.285417569274
2027,B14,梯田,第一季,1,6,小麦,粮食,主粮,单季,20.0,729.1194680901244,556.2258745348668,3.4656628484408634,222392.74376601572
2027,C1,山坡地,第一季,1,1,黄豆,粮食（豆类）,豆类粮食,单季,15.0,340.11906342801353,494.3068248836877,3.2220547188217363,55299.33960712621
2027,C2,山坡地,第一季,1,12,南瓜,粮食,杂粮薯类,单季,13.0,2580.0510814611603,1236.6956299092715,1.486104116684949,34175.05438502249
2027,C3,山坡地,第一季,1,11,荞麦,粮食,杂粮薯类,单季,15.0,95.29375780531083,432.40925312439674,39.63771754859502,1455.9923495206071
2027,C4,山坡地,第一季,1,4,绿豆,粮食（豆类）,豆类粮食,单季,18.0,299.3312539068391,432.63177769460975,6.936076567743078,32057.81867033212
2027,C5,山坡地,第一季,1,5,爬豆,粮食（豆类）,豆类粮食,单季,27.0,357.84254120140946,433.5208375689251,6.689232440298555,9583.575508435553
2027,C6,山坡地,第一季,1,13,红薯,粮食,杂粮薯类,单季,20.0,1902.9600554263093,2472.8207368812223,3.2207102367272857,35076.51617952516
2027,D1,水浇地,第一季,1,21,西红柿,蔬菜,第一季蔬菜,第一季,15.0,2293.439438104601,2478.4613777221934,7.852110527587875,35058.3818587166
2027,D1,水浇地,第二季,2,35,大白菜,蔬菜,第二季根茎类蔬菜,第二季,15.0,4733.387538625729,2472.6761092448114,3.0005694148992066,145780.9158613072
2027,D2,水浇地,第一季,1,16,水稻,粮食,主粮,单季,10.0,473.7819322170437,841.6819226140709,6.935678801341995,20353.079851992654
2027,D3,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,14.0,2868.586531932409,2471.0054152969833,10.069359174844378,35378.11105484648
2027,D3,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,14.0,3804.330756304751,618.55158867729,2.998979456195352,96942.34320054782
2027,D4,水浇地,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,6.0,6099.550151324365,2474.0451345812207,6.91662213374554,44024.55557027044
2027,D4,水浇地,第二季,2,37,红萝卜,蔬菜,第二季根茎类蔬菜,第二季,6.0,2843.3665730873113,618.3398338666863,3.894351987045788,34895.26392829786
2027,D5,水浇地,第一季,1,20,土豆,蔬菜,第一季蔬菜,第一季,10.0,1900.3280960057505,2477.4199325343084,4.718217178246096,29185.191937123815
2027,D5,水浇地,第二季,2,37,红萝卜,蔬菜,第二季根茎类蔬菜,第二季,10.0,2843.3665730873113,618.3398338666863,3.894351987045788,34895.26392829786
2027,D6,水浇地,第一季,1,28,小青菜,蔬菜,第一季蔬菜,第一季,12.0,3054.6461582378033,1979.1498723337327,7.2307801516601025,34304.99795593382
2027,D6,水浇地,第二季,2,35,大白菜,蔬菜,第二季根茎类蔬菜,第二季,12.0,4733.387538625729,2472.6761092448114,3.0005694148992066,145780.9158613072
2027,D7,水浇地,第一季,1,16,水稻,粮食,主粮,单季,22.0,473.7819322170437,841.6819226140709,6.935678801341995,20353.079851992654
2027,D8,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,第一季蔬菜,第一季,20.0,1901.0353397735819,1237.489371462897,8.488461916461555,26032.05033671633
2027,D8,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,20.0,3804.330756304751,618.55158867729,2.998979456195352,96942.34320054782
2027,E1,普通大棚,第一季,1,20,土豆,蔬菜,第一季蔬菜,第一季,0.6,2287.9850373916875,2967.727982829129,4.718217178246096,29185.191937123815
2027,E1,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3809.4979187284707,2477.4539798670476,16.542225502902067,6960.674466080559
2027,E2,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3441.560154190911,2969.425467583872,8.185791231464723,6282.816929765534
2027,E2,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3809.4979187284707,2477.4539798670476,16.542225502902067,6960.674466080559
2027,E3,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3441.560154190911,2969.425467583872,8.185791231464723,6282.816929765534
2027,E3,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4774.560946916938,3716.9370163347508,50.01661028391326,8677.965109671763
2027,E4,普通大棚,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,0.6,7632.322885905328,2968.9715842583673,6.91662213374554,44024.55557027044
2027,E4,普通大棚,第二季,2,39,香菇,食用菌,食用菌,第二季,0.6,3809.4979187284707,2477.4539798670476,16.542225502902067,6960.674466080559
2027,E5,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3441.560154190911,2969.425467583872,8.185791231464723,6282.816929765534
2027,E5,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E6,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3431.920699938939,2965.861423609351,10.069359174844378,35378.11105484648
2027,E6,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E7,普通大棚,第一季,1,24,青椒,蔬菜,第一季蔬菜,第一季,0.6,2870.104768288846,2475.8308831843683,6.76245793440574,2533.658849186832
2027,E7,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9478.303297893195,12385.033444736648,13.907236060534629,17355.506148332403
2027,E8,普通大棚,第一季,1,20,土豆,蔬菜,第一季蔬菜,第一季,0.6,2287.9850373916875,2967.727982829129,4.718217178246096,29185.191937123815
2027,E8,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4774.560946916938,3716.9370163347508,50.01661028391326,8677.965109671763
2027,E9,普通大棚,第一季,1,30,生菜,蔬菜,第一季蔬菜,第一季,0.6,4744.848518964314,2479.622149147649,6.598605552621442,2763.796929320523
2027,E9,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E10,普通大棚,第一季,1,32,空心菜,蔬菜,第一季蔬菜,第一季,0.6,11397.88117499092,6190.745742642048,5.65551956454853,3492.659205044347
2027,E10,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E11,普通大棚,第一季,1,26,包菜,蔬菜,第一季蔬菜,第一季,0.6,4261.402675343738,4331.653216339594,8.176126739625667,3920.368005935893
2027,E11,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E12,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3431.920699938939,2965.861423609351,10.069359174844378,35378.11105484648
2027,E12,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E13,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3441.560154190911,2969.425467583872,8.185791231464723,6282.816929765534
2027,E13,普通大棚,第二季,2,41,羊肚菌,食用菌,食用菌,第二季,0.6,947.6690240873069,12358.342411295636,81.06267830638032,4053.8322052354542
2027,E14,普通大棚,第一季,1,22,茄子,蔬菜,第一季蔬菜,第一季,0.6,7632.322885905328,2968.9715842583673,6.91662213374554,44024.55557027044
2027,E14,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9478.303297893195,12385.033444736648,13.907236060534629,17355.506148332403
2027,E15,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3431.920699938939,2965.861423609351,10.069359174844378,35378.11105484648
2027,E15,普通大棚,第二季,2,38,榆黄菇,食用菌,食用菌,第二季,0.6,4774.560946916938,3716.9370163347508,50.01661028391326,8677.965109671763
2027,E16,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,0.6,3431.920699938939,2965.861423609351,10.069359174844378,35378.11105484648
2027,E16,普通大棚,第二季,2,40,白灵菇,食用菌,食用菌,第二季,0.6,9478.303297893195,12385.033444736648,13.907236060534629,17355.506148332403
2027,F1,智慧大棚,第一季,1,29,黄瓜,蔬菜,第一季蔬菜,第一季,0.6,14301.78704673736,4325.902785721639,8.81928242795799,12664.956422560133
2027,F1,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,第一季蔬菜,第二季,0.6,2080.4402352261095,1631.757038066447,8.488461916461555,26032.05033671633
2027,F2,智慧大棚,第一季,1,25,菜花,蔬菜,第一季蔬菜,第一季,0.6,3791.598630201939,3712.4746794196635,6.922796214951589,3480.8631466712172
2027,F2,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,第一季蔬菜,第二季,0.6,2080.4402352261095,1631.757038066447,8.488461916461555,26032.05033671633
2027,F3,智慧大棚,第一季,1,29,黄瓜,蔬菜,第一季蔬菜,第一季,0.6,14301.78704673736,4325.902785721639,8.81928242795799,12664.956422560133
2027,F3,智慧大棚,第二季,2,27,油麦菜,蔬菜,第一季蔬菜,第二季,0.6,4286.830240438845,2725.158294410504,6.302651317567554,4359.5255003246475
2027,F4,智慧大棚,第一季,1,31,辣椒,蔬菜,第一季蔬菜,第一季,0.6,1907.4242775166335,1483.8874216673712,9.12935153788214,1165.7494647228173
2027,F4,智慧大棚,第二季,2,27,油麦菜,蔬菜,第一季蔬菜,第二季,0.6,4286.830240438845,2725.158294410504,6.302651317567554,4359.5255003246475
2028,A1,平旱地,第一季,1,4,绿豆,粮食（豆类）,豆类粮食,单季,80.0,330.4802851547764,453.21614535629743,6.9386526540804,32032.63789822605
2028,A2,平旱地,第一季,1,1,黄豆,粮食（豆类）,豆类粮食,单季,55.0,377.49560458915994,517.828584819333,3.2192215941428044,55430.98833825197
2028,A3,平旱地,第一季,1,5,爬豆,粮食（豆类）,豆类粮食,单季,35.0,391.20881020174767,453.59064472196883,6.685298713347714,9581.426879340474
2028,A4,平旱地,第一季,1,8,谷子,粮食,杂粮薯类,单季,72.0,374.75758161899233,465.93018682447,6.685655220146837,68927.32492227932
2028,A5,平旱地,第一季,1,8,谷子,粮食,杂粮薯类,单季,68.0,374.75758161899233,465.93018682447,6.685655220146837,68927.32492227932
2028,A6,平旱地,第一季,1,1,黄豆,粮食（豆类）,豆类粮食,单季,55.0,377.49560458915994,517.828584819333,3.2192215941428044,55430.98833825197
2028,B1,梯田,第一季,1,7,玉米,粮食,主粮,单季,60.0,894.8724657325527,647.9576067210735,2.971101223974061,186143.70058333647
2028,B2,梯田,第一季,1,7,玉米,粮食,主粮,单季,46.0,894.8724657325527,647.9576067210735,2.971101223974061,186143.70058333647
2028,B3,梯田,第一季,1,7,玉米,粮食,主粮,单季,40.0,894.8724657325527,647.9576067210735,2.971101223974061,186143.70058333647
2028,B4,梯田,第一季,1,9,高粱,粮食,杂粮薯类,单季,28.0,564.390895987661,517.3607056032398,5.949759117206366,29124.581502776604
2028,B5,梯田,第一季,1,9,高粱,粮食,杂粮薯类,单季,25.0,564.390895987661,517.3607056032398,5.949759117206366,29124.581502776604
2028,B6,梯田,第一季,1,6,小麦,粮食,主粮,单季,86.0,716.5979856608905,582.949533753654,3.461087136475907,238926.56601168346
2028,B7,梯田,第一季,1,3,红豆,粮食（豆类）,豆类粮食,单季,55.0,359.0507050893993,453.46426281523327,8.176515486692876,21761.792451290108
2028,B8,梯田,第一季,1,6,小麦,粮食,主粮,单季,44.0,716.5979856608905,582.949533753654,3.461087136475907,238926.56601168346
2028,B9,梯田,第一季,1,6,小麦,粮食,主粮,单季,50.0,716.5979856608905,582.949533753654,3.461087136475907,238926.56601168346
2028,B10,梯田,第一季,1,2,黑豆,粮食（豆类）,豆类粮食,单季,25.0,445.68229679170497,518.0845769479292,7.422415841641994,21261.33554836779
2028,B11,梯田,第一季,1,6,小麦,粮食,主粮,单季,60.0,716.5979856608905,582.949533753654,3.461087136475907,238926.56601168346
2028,B12,梯田,第一季,1,3,红豆,粮食（豆类）,豆类粮食,单季,45.0,359.0507050893993,453.46426281523327,8.176515486692876,21761.792451290108
2028,B13,梯田,第一季,1,7,玉米,粮食,主粮,单季,35.0,894.8724657325527,647.9576067210735,2.971101223974061,186143.70058333647
2028,B14,梯田,第一季,1,4,绿豆,粮食（豆类）,豆类粮食,单季,20.0,310.6085064075549,453.68997540283493,6.9386526540804,32032.63789822605
2028,C1,山坡地,第一季,1,11,荞麦,粮食,杂粮薯类,单季,15.0,93.70496550731123,453.6802635810978,39.666314620306146,1454.0644840130467
2028,C2,山坡地,第一季,1,2,黑豆,粮食（豆类）,豆类粮食,单季,13.0,421.079513127615,517.6000653404171,7.422415841641994,21261.33554836779
2028,C3,山坡地,第一季,1,3,红豆,粮食（豆类）,豆类粮食,单季,15.0,338.9171846759566,452.9509598546595,8.176515486692876,21761.792451290108
2028,C4,山坡地,第一季,1,13,红薯,粮食,杂粮薯类,单季,18.0,1877.23671166198,2591.971355965344,3.216115899438633,34847.12406340516
2028,C5,山坡地,第一季,1,10,黍子,粮食,杂粮薯类,单季,27.0,446.1522433992593,465.6488374886425,7.436734354073405,12092.503629984654
2028,C6,山坡地,第一季,1,8,谷子,粮食,杂粮薯类,单季,20.0,336.39882965827076,466.07942734349876,6.685655220146837,68927.32492227932
2028,D1,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,第一季蔬菜,第一季,15.0,1869.119897535969,1291.4446036094253,8.917862590337565,26070.420516987793
2028,D1,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,15.0,3747.201247831492,647.9646420202845,3.1492104066382454,96961.97184759362
2028,D2,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,第一季蔬菜,第一季,10.0,2834.605760594671,2587.7718110800965,10.553950514014565,35385.04210713604
2028,D2,水浇地,第二季,2,36,白萝卜,蔬菜,第二季根茎类蔬菜,第二季,10.0,3747.201247831492,647.9646420202845,3.1492104066382454,96961.97184759362
2028,D3,水浇地,第一季,1,21,西红柿,蔬菜,第一季蔬菜,第一季,14.0,2253.8203947076827,2586.2984689891437,8.251576348552753,35164.1036689939
2028,D3,水浇地,第二季,2,35,大白菜,蔬菜,第二季根茎类蔬菜,第二季,14.0,4678.574070684607,2593.771202537721,3.1519101278132777,145484.17406292426
