年份,地块名,地块类型,季次,季次编号,作物编号,作物名称,作物类型,种植面积/亩,鲁棒亩产量/斤每亩,亩成本/元,鲁棒售价/元每斤,鲁棒需求/斤
2026,E10,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,929.9305589270817,11576.250000000002,85.73749999999998,4105.966775842214
2026,E11,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3440.4069169396307,2778.3,7.900790625000001,6330.896033118298
2026,E11,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9493.539535679698,11576.250000000002,14.4869430349828,17598.69540850132
2026,E12,普通大棚,第一季,1,30,生菜,蔬菜,0.6,4729.490663711069,2315.2500000000005,6.381407812500001,2794.614707146293
2026,E12,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9493.539535679698,11576.250000000002,14.4869430349828,17598.69540850132
2026,E13,普通大棚,第一季,1,24,青椒,蔬菜,0.6,2873.0528708292527,2315.2500000000005,6.526110937500001,2537.55290618227
2026,E13,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9493.539535679698,11576.250000000002,14.4869430349828,17598.69540850132
2026,E14,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3786.697120733516,3472.8750000000005,6.685284375000001,3500.851260995811
2026,E14,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4761.090113915987,3472.8750000000005,51.726850491317556,8797.223963784076
2026,E15,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7557.059102142984,2778.3,6.685284375000001,44069.518535231255
2026,E15,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,929.9305589270817,11576.250000000002,85.73749999999998,4105.966775842214
2026,E16,普通大棚,第一季,1,28,小青菜,蔬菜,0.6,3783.016247719341,2315.2500000000005,6.9891609375,34839.91742879406
2026,E16,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,929.9305589270817,11576.250000000002,85.73749999999998,4105.966775842214
2026,F1,智慧大棚,第一季,1,31,辣椒,蔬菜,0.6,1918.964149390822,1389.15,8.8124203125,1168.898871339985
2026,F1,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4318.675239792853,2546.775,6.077531250000001,4374.007619244504
2026,F2,智慧大棚,第一季,1,26,包菜,蔬菜,0.6,4250.567938583225,4051.6875000000005,7.900790625000001,3964.2962998520584
2026,F2,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4318.675239792853,2546.775,6.077531250000001,4374.007619244504
2026,F3,智慧大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3414.037026615587,2778.3,9.724050000000002,35545.81283100673
2026,F3,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,0.6,2114.130500887647,1528.065,8.204667187500002,26233.181131010242
2026,F4,智慧大棚,第一季,1,26,包菜,蔬菜,0.6,4250.567938583225,4051.6875000000005,7.900790625000001,3964.2962998520584
2026,F4,智慧大棚,第二季,2,18,刀豆,蔬菜（豆类）,0.6,2114.130500887647,1528.065,8.204667187500002,26233.181131010242
2027,A1,平旱地,第一季,1,8,谷子,粮食,80.0,385.93392602317823,437.5822500000001,6.75,69107.95495299787
2027,A2,平旱地,第一季,1,4,绿豆,粮食（豆类）,55.0,333.7360325908305,425.42718750000006,7.0,32268.864529240647
2027,A3,平旱地,第一季,1,9,高粱,粮食,35.0,595.5410961179316,486.2025000000001,6.0,29137.405154088832
2027,A4,平旱地,第一季,1,6,小麦,粮食,72.0,767.9153415290815,546.9778125000001,3.5,223560.75077997413
2027,A5,平旱地,第一季,1,8,谷子,粮食,68.0,385.93392602317823,437.5822500000001,6.75,69107.95495299787
2027,A6,平旱地,第一季,1,1,黄豆,粮食（豆类）,55.0,383.6699690484577,486.2025000000001,3.25,55436.31194874568
2027,B1,梯田,第一季,1,3,红豆,粮食（豆类）,60.0,358.9191685927142,425.42718750000006,8.25,21678.076811876752
2027,B2,梯田,第一季,1,7,玉米,粮食,46.0,911.9625690885439,607.7531250000001,3.0,174494.5756064913
2027,B3,梯田,第一季,1,7,玉米,粮食,40.0,911.9625690885439,607.7531250000001,3.0,174494.5756064913
2027,B4,梯田,第一季,1,7,玉米,粮食,28.0,911.9625690885439,607.7531250000001,3.0,174494.5756064913
2027,B5,梯田,第一季,1,10,黍子,粮食,25.0,480.0448459803401,437.5822500000001,7.5,12190.94091877303
2027,B6,梯田,第一季,1,6,小麦,粮食,86.0,738.6179333123064,546.9778125000001,3.5,223560.75077997413
2027,B7,梯田,第一季,1,1,黄豆,粮食（豆类）,55.0,360.86927635953566,486.2025000000001,3.25,55436.31194874568
2027,B8,梯田,第一季,1,6,小麦,粮食,44.0,738.6179333123064,546.9778125000001,3.5,223560.75077997413
2027,B9,梯田,第一季,1,4,绿豆,粮食（豆类）,50.0,310.43476223413313,425.42718750000006,7.0,32268.864529240647
2027,B10,梯田,第一季,1,6,小麦,粮食,25.0,738.6179333123064,546.9778125000001,3.5,223560.75077997413
2027,B11,梯田,第一季,1,7,玉米,粮食,60.0,911.9625690885439,607.7531250000001,3.0,174494.5756064913
2027,B12,梯田,第一季,1,6,小麦,粮食,45.0,738.6179333123064,546.9778125000001,3.5,223560.75077997413
2027,B13,梯田,第一季,1,2,黑豆,粮食（豆类）,35.0,446.7718374899934,486.2025000000001,7.5,21434.34143283518
2027,B14,梯田,第一季,1,7,玉米,粮食,20.0,911.9625690885439,607.7531250000001,3.0,174494.5756064913
2027,C1,山坡地,第一季,1,11,荞麦,粮食,15.0,95.41059542838778,425.42718750000006,40.0,1463.7596905031023
2027,C2,山坡地,第一季,1,2,黑豆,粮食（豆类）,13.0,432.3646969672443,486.2025000000001,7.5,21434.34143283518
2027,C3,山坡地,第一季,1,12,南瓜,粮食,15.0,2569.0605361048565,1215.5062500000001,1.5,34218.03679612363
2027,C4,山坡地,第一季,1,13,红薯,粮食,18.0,1896.67588741277,2431.0125000000003,3.25,34785.663943589265
2027,C5,山坡地,第一季,1,5,爬豆,粮食（豆类）,27.0,361.1682986837856,425.42718750000006,6.75,9651.061489257621
2027,C6,山坡地,第一季,1,9,高粱,粮食,20.0,545.3172881616127,486.2025000000001,6.0,29137.405154088832
2027,D1,水浇地,第一季,1,21,西红柿,蔬菜,15.0,2283.6325142837936,2431.0125000000003,7.976759765625001,35281.8679297106
2027,D1,水浇地,第二季,2,35,大白菜,蔬菜,15.0,4712.539069423773,2431.0125000000003,3.038765625000001,146445.29100619504
2027,D2,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,10.0,1897.4244303494338,1215.5062500000001,8.614900546875003,26089.801525028466
2027,D2,水浇地,第二季,2,36,白萝卜,蔬菜,10.0,3812.619448365738,607.7531250000001,3.038765625000001,98366.71812994781
2027,D3,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,14.0,2855.6614289673453,2431.0125000000003,10.210252500000003,35313.14687825595
2027,D3,水浇地,第二季,2,37,红萝卜,蔬菜,14.0,2840.699847329058,607.7531250000001,3.950395312500001,35043.12995828331
2027,D4,水浇地,第一季,1,22,茄子,蔬菜,6.0,6144.948821739715,2431.0125000000003,7.0195485937500015,43966.554256610834
2027,D4,水浇地,第二季,2,35,大白菜,蔬菜,6.0,4712.539069423773,2431.0125000000003,3.038765625000001,146445.29100619504
2027,D5,水浇地,第一季,1,20,土豆,蔬菜,10.0,1898.6762374547861,2431.0125000000003,4.786055859375001,29062.40884855588
2027,D5,水浇地,第二季,2,36,白萝卜,蔬菜,10.0,3812.619448365738,607.7531250000001,3.038765625000001,98366.71812994781
2027,D6,水浇地,第一季,1,28,小青菜,蔬菜,12.0,2999.7804173647924,1944.8100000000004,7.338618984375001,34814.18492442751
2027,D6,水浇地,第二季,2,35,大白菜,蔬菜,12.0,4712.539069423773,2431.0125000000003,3.038765625000001,146445.29100619504
2027,D7,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,22.0,1897.4244303494338,1215.5062500000001,8.614900546875003,26089.801525028466
2027,D7,水浇地,第二季,2,36,白萝卜,蔬菜,22.0,3812.619448365738,607.7531250000001,3.038765625000001,98366.71812994781
2027,D8,水浇地,第一季,1,16,水稻,粮食,20.0,470.6595899646654,826.5442500000001,7.0,20523.461267438433
2027,E1,普通大棚,第一季,1,20,土豆,蔬菜,0.6,2263.69091559752,2917.2150000000006,4.786055859375001,29062.40884855588
2027,E1,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E2,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7618.171786397533,2917.2150000000006,7.0195485937500015,43966.554256610834
2027,E2,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E3,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3814.731287008721,3646.5187500000006,7.0195485937500015,3507.109283557288
2027,E3,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E4,普通大棚,第一季,1,24,青椒,蔬菜,0.6,2904.0961990227515,2431.0125000000003,6.852416484375001,2560.22410168266
2027,E4,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E5,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7618.171786397533,2917.2150000000006,7.0195485937500015,43966.554256610834
2027,E5,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E6,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3460.850754600168,2917.2150000000006,10.210252500000003,35313.14687825595
2027,E6,普通大棚,第二季,2,39,香菇,食用菌,0.6,3776.0880961653183,2431.0125000000003,16.608262658700486,7010.825227794741
2027,E7,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14450.561291517355,4254.271875,8.933970937500002,12678.98276902465
2027,E7,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9550.693092873404,12155.062500000002,13.951497725821906,17408.906946200816
2027,E8,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7618.171786397533,2917.2150000000006,7.0195485937500015,43966.554256610834
2027,E8,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4764.684437676582,3646.5187500000006,50.30601066336777,8833.084849915509
2027,E9,普通大棚,第一季,1,20,土豆,蔬菜,0.6,2263.69091559752,2917.2150000000006,4.786055859375001,29062.40884855588
2027,E9,普通大棚,第二季,2,39,香菇,食用菌,0.6,3776.0880961653183,2431.0125000000003,16.608262658700486,7010.825227794741
2027,E10,普通大棚,第一季,1,31,辣椒,蔬菜,0.6,1897.3292526383318,1458.6075000000003,9.253041328125002,1173.002826470923
2027,E10,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4764.684437676582,3646.5187500000006,50.30601066336777,8833.084849915509
2027,E11,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4227.11083670385,4254.271875,8.295830156250002,3959.9101829795163
2027,E11,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E12,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3814.731287008721,3646.5187500000006,7.0195485937500015,3507.109283557288
2027,E12,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9550.693092873404,12155.062500000002,13.951497725821906,17408.906946200816
2027,E13,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3395.906840080186,2917.2150000000006,8.295830156250002,6342.08988403983
2027,E13,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9550.693092873404,12155.062500000002,13.951497725821906,17408.906946200816
2027,E14,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14450.561291517355,4254.271875,8.933970937500002,12678.98276902465
2027,E14,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,942.688532452273,12155.062500000002,81.45062499999999,4108.371736115398
2027,E15,普通大棚,第一季,1,32,空心菜,蔬菜,0.6,11342.377704448632,6077.531250000001,5.74326703125,3488.6668465342195
2027,E15,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4764.684437676582,3646.5187500000006,50.30601066336777,8833.084849915509
2027,E16,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3395.906840080186,2917.2150000000006,8.295830156250002,6342.08988403983
2027,E16,普通大棚,第二季,2,39,香菇,食用菌,0.6,3776.0880961653183,2431.0125000000003,16.608262658700486,7010.825227794741
2027,F1,智慧大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3423.603003652648,2917.2150000000006,8.295830156250002,6342.08988403983
2027,F1,智慧大棚,第二季,2,33,黄心菜,蔬菜,0.6,5121.959462972854,3342.6421875000005,5.74326703125,1754.5208267344447
2027,F2,智慧大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3423.603003652648,2917.2150000000006,8.295830156250002,6342.08988403983
2027,F2,智慧大棚,第二季,2,34,芹菜,蔬菜,0.6,5699.0181341345,1458.6075000000003,5.105126250000001,1758.4313146459126
2027,F3,智慧大棚,第一季,1,30,生菜,蔬菜,0.6,4651.12409927746,2431.0125000000003,6.700478203125002,2788.979449126573
2027,F3,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4293.568150564574,2674.1137500000004,6.381407812500001,4360.765785666171
2027,F4,智慧大棚,第一季,1,26,包菜,蔬菜,0.6,4282.379503477036,4254.271875,8.295830156250002,3959.9101829795163
2027,F4,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4293.568150564574,2674.1137500000004,6.381407812500001,4360.765785666171
2028,A1,平旱地,第一季,1,1,黄豆,粮食（豆类）,80.0,380.1605210205337,510.5126250000001,3.25,55657.43122005034
2028,A2,平旱地,第一季,1,8,谷子,粮食,55.0,375.71659514983907,459.4613625000001,6.75,69821.91161954106
2028,A3,平旱地,第一季,1,1,黄豆,粮食（豆类）,35.0,380.1605210205337,510.5126250000001,3.25,55657.43122005034
2028,A4,平旱地,第一季,1,7,玉米,粮食,72.0,945.3997384552276,638.1407812500001,3.0,187201.44635780994
2028,A5,平旱地,第一季,1,7,玉米,粮食,68.0,945.3997384552276,638.1407812500001,3.0,187201.44635780994
2028,A6,平旱地,第一季,1,7,玉米,粮食,55.0,945.3997384552276,638.1407812500001,3.0,187201.44635780994
2028,B1,梯田,第一季,1,6,小麦,粮食,60.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B2,梯田,第一季,1,6,小麦,粮食,46.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B3,梯田,第一季,1,6,小麦,粮食,40.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B4,梯田,第一季,1,9,高粱,粮食,28.0,571.5360494191866,510.5126250000001,6.0,29521.143932208517
2028,B5,梯田,第一季,1,9,高粱,粮食,25.0,571.5360494191866,510.5126250000001,6.0,29521.143932208517
2028,B6,梯田,第一季,1,4,绿豆,粮食（豆类）,86.0,311.357176942415,446.69854687500015,7.0,32468.375983858983
2028,B7,梯田,第一季,1,6,小麦,粮食,55.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B8,梯田,第一季,1,1,黄豆,粮食（豆类）,44.0,358.6570393836443,510.5126250000001,3.25,55657.43122005034
2028,B9,梯田,第一季,1,2,黑豆,粮食（豆类）,50.0,451.47213934682475,510.5126250000001,7.5,21346.876925394936
2028,B10,梯田,第一季,1,5,爬豆,粮食（豆类）,25.0,378.09732360121546,446.69854687500015,6.75,9706.554614251383
2028,B11,梯田,第一季,1,6,小麦,粮食,60.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B12,梯田,第一季,1,3,红豆,粮食（豆类）,45.0,362.8466714372949,446.69854687500015,8.25,21918.034975271006
2028,B13,梯田,第一季,1,6,小麦,粮食,35.0,738.4695307314057,574.3267031250001,3.5,239319.90142964022
2028,B14,梯田,第一季,1,4,绿豆,粮食（豆类）,20.0,311.357176942415,446.69854687500015,7.0,32468.375983858983
2028,C1,山坡地,第一季,1,3,红豆,粮食（豆类）,15.0,339.3027615038921,446.69854687500015,8.25,21918.034975271006
2028,C2,山坡地,第一季,1,13,红薯,粮食,13.0,1895.0531302314628,2552.5631250000006,3.25,35105.53472764825
2028,C3,山坡地,第一季,1,11,荞麦,粮食,15.0,93.47008324298659,446.69854687500015,40.0,1452.1120673804307
2028,C4,山坡地,第一季,1,3,红豆,粮食（豆类）,18.0,339.3027615038921,446.69854687500015,8.25,21918.034975271006
2028,C5,山坡地,第一季,1,10,黍子,粮食,27.0,445.12965339373307,459.4613625000001,7.5,12197.659960738132
2028,C6,山坡地,第一季,1,7,玉米,粮食,20.0,865.3906007911918,638.1407812500001,3.0,187201.44635780994
2028,D1,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,15.0,2840.124073175284,2552.5631250000006,10.720765125000003,35517.942795039795
2028,D1,水浇地,第二季,2,37,红萝卜,蔬菜,15.0,2850.403372337351,638.1407812500001,4.147915078125001,34977.91012432997
2028,D2,水浇地,第一季,1,20,土豆,蔬菜,10.0,1919.051505352564,2552.5631250000006,5.025358652343751,29270.34192962021
2028,D2,水浇地,第二季,2,35,大白菜,蔬菜,10.0,4806.988058221139,2552.5631250000006,3.190703906250001,146841.76044054294
2028,D3,水浇地,第一季,1,21,西红柿,蔬菜,14.0,2301.812350467694,2552.5631250000006,8.375597753906252,35222.56733928524
2028,D3,水浇地,第二季,2,35,大白菜,蔬菜,14.0,4806.988058221139,2552.5631250000006,3.190703906250001,146841.76044054294
2028,D4,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,6.0,2840.124073175284,2552.5631250000006,10.720765125000003,35517.942795039795
2028,D4,水浇地,第二季,2,36,白萝卜,蔬菜,6.0,3807.453346655608,638.1407812500001,3.190703906250001,98118.71320808596
2028,D5,水浇地,第一季,1,22,茄子,蔬菜,10.0,6081.952408472574,2552.5631250000006,7.3705260234375025,44433.56934200793
2028,D5,水浇地,第二季,2,36,白萝卜,蔬菜,10.0,3807.453346655608,638.1407812500001,3.190703906250001,98118.71320808596
2028,D6,水浇地,第一季,1,28,小青菜,蔬菜,12.0,3056.936168381543,2042.0505000000005,7.705549933593752,34817.752919111255
2028,D6,水浇地,第二季,2,35,大白菜,蔬菜,12.0,4806.988058221139,2552.5631250000006,3.190703906250001,146841.76044054294
2028,D7,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,22.0,1901.7402972416457,1276.2815625000003,9.045645574218753,26086.54796751852
2028,D7,水浇地,第二季,2,36,白萝卜,蔬菜,22.0,3807.453346655608,638.1407812500001,3.190703906250001,98118.71320808596
2028,D8,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,20.0,1901.7402972416457,1276.2815625000003,9.045645574218753,26086.54796751852
2028,D8,水浇地,第二季,2,37,红萝卜,蔬菜,20.0,2850.403372337351,638.1407812500001,4.147915078125001,34977.91012432997
2028,E1,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14279.715606984637,4466.985468750001,9.380669484375002,12742.631661046984
2028,E1,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4723.071367524592,3828.844687500001,48.54336996651328,8806.942505981044
2028,E2,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3447.790471808067,3063.075750000001,10.720765125000003,35517.942795039795
2028,E2,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4723.071367524592,3828.844687500001,48.54336996651328,8806.942505981044
2028,E3,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3447.790471808067,3063.075750000001,10.720765125000003,35517.942795039795
2028,E3,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E4,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3422.787424253655,3063.075750000001,8.710621664062502,6312.217516227267
2028,E4,普通大棚,第二季,2,39,香菇,食用菌,0.6,3814.8180371922044,2552.5631250000006,16.14471768416783,6996.842440568589
2028,E5,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3447.790471808067,3063.075750000001,10.720765125000003,35517.942795039795
2028,E5,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9412.291473975129,12762.815625000003,13.570733521711691,17454.164590028944
2028,E6,普通大棚,第一季,1,21,西红柿,蔬菜,0.6,2865.3455482842674,3063.075750000001,8.375597753906252,35222.56733928524
2028,E6,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E7,普通大棚,第一季,1,32,空心菜,蔬菜,0.6,11351.38149370157,6381.4078125000015,6.030430382812502,3516.942460665143
2028,E7,普通大棚,第二季,2,39,香菇,食用菌,0.6,3814.8180371922044,2552.5631250000006,16.14471768416783,6996.842440568589
2028,E8,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4271.476577574987,4466.985468750001,8.710621664062502,3957.483128334541
2028,E8,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9412.291473975129,12762.815625000003,13.570733521711691,17454.164590028944
2028,E9,普通大棚,第一季,1,30,生菜,蔬菜,0.6,4675.342191254322,2552.5631250000006,7.035502113281252,2772.147106160624
2028,E9,普通大棚,第二季,2,39,香菇,食用菌,0.6,3814.8180371922044,2552.5631250000006,16.14471768416783,6996.842440568589
2028,E10,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7688.0575832694085,3063.075750000001,7.3705260234375025,44433.56934200793
2028,E10,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E11,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7688.0575832694085,3063.075750000001,7.3705260234375025,44433.56934200793
2028,E11,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E12,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3422.787424253655,3063.075750000001,8.710621664062502,6312.217516227267
2028,E12,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E13,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14279.715606984637,4466.985468750001,9.380669484375002,12742.631661046984
2028,E13,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4723.071367524592,3828.844687500001,48.54336996651328,8806.942505981044
2028,E14,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3422.787424253655,3063.075750000001,8.710621664062502,6312.217516227267
2028,E14,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,E15,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3422.787424253655,3063.075750000001,8.710621664062502,6312.217516227267
2028,E15,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9412.291473975129,12762.815625000003,13.570733521711691,17454.164590028944
2028,E16,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3760.3016459417922,3828.844687500001,7.3705260234375025,3487.2472949688627
2028,E16,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.037540485503,12762.815625000003,77.37809374999998,4104.643095301486
2028,F1,智慧大棚,第一季,1,31,辣椒,蔬菜,0.6,1958.8665004930024,1531.5378750000004,9.715693394531252,1173.9000455049295
2028,F1,智慧大棚,第二季,2,33,黄心菜,蔬菜,0.6,5254.012242243066,3509.774296875001,6.030430382812502,1743.515202521629
2028,F2,智慧大棚,第一季,1,24,青椒,蔬菜,0.6,2879.8780523398145,2552.5631250000006,7.1950373085937525,2547.3626047974844
2028,F2,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4310.8702218000835,2807.8194375000007,6.700478203125002,4380.69432010958
2028,F3,智慧大棚,第一季,1,25,菜花,蔬菜,0.6,3845.231532102375,3828.844687500001,7.3705260234375025,3487.2472949688627
2028,F3,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4310.8702218000835,2807.8194375000007,6.700478203125002,4380.69432010958
2028,F4,智慧大棚,第一季,1,26,包菜,蔬菜,0.6,4236.564611670643,4466.985468750001,8.710621664062502,3957.483128334541
2028,F4,智慧大棚,第二季,2,34,芹菜,蔬菜,0.6,5622.075037987366,1531.5378750000004,5.360382562500002,1744.9676448082048
2029,A1,平旱地,第一季,1,7,玉米,粮食,80.0,961.055166280572,670.0478203125002,3.0,201384.61345110356
2029,A2,平旱地,第一季,1,7,玉米,粮食,55.0,961.055166280572,670.0478203125002,3.0,201384.61345110356
2029,A3,平旱地,第一季,1,7,玉米,粮食,35.0,961.055166280572,670.0478203125002,3.0,201384.61345110356
2029,A4,平旱地,第一季,1,1,黄豆,粮食（豆类）,72.0,378.75552011723886,536.0382562500001,3.25,55556.30791376214
2029,A5,平旱地,第一季,1,1,黄豆,粮食（豆类）,68.0,378.75552011723886,536.0382562500001,3.25,55556.30791376214
2029,A6,平旱地,第一季,1,8,谷子,粮食,55.0,388.3258404600791,482.4344306250002,6.75,69355.95604750817
2029,B1,梯田,第一季,1,8,谷子,粮食,60.0,363.01687366848273,482.4344306250002,6.75,69355.95604750817
2029,B2,梯田,第一季,1,3,红豆,粮食（豆类）,46.0,363.65806139290714,469.03347421875014,8.25,21971.534223382165
2029,B3,梯田,第一季,1,4,绿豆,粮食（豆类）,40.0,318.72420050472056,469.03347421875014,7.0,32268.151966103484
2029,B4,梯田,第一季,1,2,黑豆,粮食（豆类）,28.0,448.99047447588924,536.0382562500001,7.5,21234.845161192545
2029,B5,梯田,第一季,1,5,爬豆,粮食（豆类）,25.0,375.0108218780443,469.03347421875014,6.75,9627.580119695951
2029,B6,梯田,第一季,1,6,小麦,粮食,86.0,724.5950584138026,603.0430382812502,3.5,254529.87174132056
2029,B7,梯田,第一季,1,8,谷子,粮食,55.0,363.01687366848273,482.4344306250002,6.75,69355.95604750817
2029,B8,梯田,第一季,1,6,小麦,粮食,44.0,724.5950584138026,603.0430382812502,3.5,254529.87174132056
2029,B9,梯田,第一季,1,6,小麦,粮食,50.0,724.5950584138026,603.0430382812502,3.5,254529.87174132056
2029,B10,梯田,第一季,1,10,黍子,粮食,25.0,475.80142192357937,482.4344306250002,7.5,12307.777190387309
2029,B11,梯田,第一季,1,4,绿豆,粮食（豆类）,60.0,318.72420050472056,469.03347421875014,7.0,32268.151966103484
2029,B12,梯田,第一季,1,6,小麦,粮食,45.0,724.5950584138026,603.0430382812502,3.5,254529.87174132056
2029,B13,梯田,第一季,1,9,高粱,粮食,35.0,568.665033367856,536.0382562500001,6.0,29147.915312841997
2029,B14,梯田,第一季,1,9,高粱,粮食,20.0,568.665033367856,536.0382562500001,6.0,29147.915312841997
2029,C1,山坡地,第一季,1,11,荞麦,粮食,15.0,96.19336515896117,469.03347421875014,40.0,1448.9088511153498
2029,C2,山坡地,第一季,1,12,南瓜,粮食,13.0,2563.863144022861,1340.0956406250004,1.5,34283.05249334186
2029,C3,山坡地,第一季,1,3,红豆,粮食（豆类）,15.0,347.27493318892164,469.03347421875014,8.25,21971.534223382165
2029,C4,山坡地,第一季,1,13,红薯,粮食,18.0,1902.6244474027656,2680.191281250001,3.25,35099.406822479534
2029,C5,山坡地,第一季,1,7,玉米,粮食,27.0,870.1279975230234,670.0478203125002,3.0,201384.61345110356
2029,C6,山坡地,第一季,1,2,黑豆,粮食（豆类）,20.0,421.98568992119857,536.0382562500001,7.5,21234.845161192545
2029,D1,水浇地,第一季,1,21,西红柿,蔬菜,15.0,2282.4120401883997,2680.191281250001,8.794377641601566,35377.90205315783
2029,D1,水浇地,第二季,2,36,白萝卜,蔬菜,15.0,3845.915520829866,670.0478203125002,3.350239101562501,97295.77056259941
