方案,年份,情景编号,收入/元,成本/元,互补收益估计/元,利润/元,产量/斤,销量/斤,滞销量/斤,滞销比例,种植面积/亩
问题三方案,2025,129,6641253.14396005,945851.5457961989,358750.5269945604,6054152.125158412,1435866.39537971,1197449.5694416817,238416.82593802828,0.1660438789466758,1313.9999999999964
问题三方案,2025,130,6397426.476113992,916084.7464466076,356138.5491155489,5837480.278782933,1475621.4105755375,1181213.811445442,294407.59913009545,0.19951431784611168,1313.9999999999964
问题三方案,2025,131,6484744.470761364,921148.0265897491,331675.67828391475,5895272.12245553,1373861.3564030107,1185857.0146808906,188004.34172212007,0.13684375126056794,1313.9999999999964
问题三方案,2025,132,6523592.000645193,936850.5559367575,347213.3764361125,5933954.821144548,1415837.187571024,1190268.905366861,225568.28220416303,0.15931795278745467,1313.9999999999964
问题三方案,2025,133,6563320.280044745,922400.8394539015,375270.569858702,6016190.010449545,1533977.1214953968,1199087.51677506,334889.60472033685,0.2183146019765079,1313.9999999999964
问题三方案,2025,134,6598132.717761871,939652.9869671384,363372.3908650332,6021852.121659767,1488000.1128903073,1198371.8908523927,289628.2220379147,0.1946426075703299,1313.9999999999964
问题三方案,2025,135,6468054.129855416,911667.0947930195,340040.3343451715,5896427.369407567,1397596.0764751232,1189775.8146248937,207820.26185022946,0.14869837240411615,1313.9999999999964
问题三方案,2025,136,6441639.117710649,901934.5948387244,353041.653180331,5892746.176052256,1450573.5545534824,1182538.91244164,268034.6421118425,0.18477838732855523,1313.9999999999964
问题三方案,2025,137,6503918.06107923,903897.4323394552,357208.9242730688,5957229.553012844,1425633.8213114357,1181176.4883898168,244457.33292161883,0.1714727367345588,1313.9999999999964
问题三方案,2025,138,6218543.759036486,896976.4642503489,317052.3216812781,5638619.616467415,1305636.4192851975,1138271.0087278998,167365.41055729776,0.12818684289530313,1313.9999999999964
问题三方案,2025,139,6499719.010465052,927720.3811608275,352761.61221969273,5924760.241523918,1414623.1168694685,1177522.6152312302,237100.50163823832,0.1676068337996178,1313.9999999999964
问题三方案,2025,140,6290108.798127969,913491.0948261075,318859.17505123274,5695476.878353094,1315744.245635632,1155377.152210007,160367.093425625,0.12188318053266664,1313.9999999999964
问题三方案,2025,141,6379581.365330684,904932.4532299553,338067.6021946756,5812716.514295404,1375659.818886128,1154582.879662885,221076.93922324292,0.16070611076090668,1313.9999999999964
问题三方案,2025,142,6268122.741310113,903865.6779423228,342784.26649052964,5707041.32985832,1430194.6944385155,1157507.066618935,272687.6278195805,0.1906646898355582,1313.9999999999964
问题三方案,2025,143,6393660.760723604,920869.117025348,330973.346760009,5803764.990458265,1340711.2810410706,1161350.6185074167,179360.6625336539,0.13378022924844732,1313.9999999999964
问题三方案,2025,144,6511172.674443601,924012.5547827322,324559.255134685,5911719.374795553,1331174.480323522,1187873.32343658,143301.156886942,0.10765016833264021,1313.9999999999964
问题三方案,2025,145,6289751.782022655,922059.195214452,321350.0754776252,5689042.662285828,1327806.8111501227,1150550.8331322302,177255.97801789246,0.13349530709543242,1313.9999999999964
问题三方案,2025,146,6456955.639820159,896387.371438413,342816.8476030546,5903385.115984801,1448333.3239452394,1192930.1053661378,255403.2185791016,0.17634284481101828,1313.9999999999964
问题三方案,2025,147,6264212.345011559,906455.5378866658,350394.6625444872,5708151.46966938,1440424.4941824088,1147006.9476966744,293417.5464857344,0.2037021361902621,1313.9999999999964
问题三方案,2025,148,6300088.491346837,897514.3906938955,314722.74549880053,5717296.846151742,1324628.7309769725,1165653.7822467946,158974.94873017794,0.12001472187072891,1313.9999999999964
问题三方案,2025,149,6379412.355024487,902982.5039547763,361101.14627029,5837530.99734,1462094.7883453898,1170830.5970066604,291264.19133872935,0.19921019735549744,1313.9999999999964
问题三方案,2025,150,6622777.836974582,944257.4464180805,364031.3347060773,6042551.725262579,1467790.4265234605,1196831.5023220384,270958.92420142214,0.1846032780328202,1313.9999999999964
问题三方案,2025,151,6357776.902875705,896032.4880161337,340606.0994008394,5802350.51426041,1453673.5604993105,1190142.8483180683,263530.7121812422,0.18128603239555666,1313.9999999999964
问题三方案,2025,152,6638220.440210819,942612.3391903695,369978.66997259064,6065586.770993041,1485502.3219970851,1201900.593062949,283601.7289341362,0.19091301624683202,1313.9999999999964
问题三方案,2025,153,6273548.853715631,908246.8381586545,340923.7449608996,5706225.760517876,1411404.7733078941,1151655.0722760893,259749.70103180478,0.18403629202913366,1313.9999999999964
问题三方案,2025,154,6219509.888010178,894818.7910818843,329774.2451041274,5654465.342032421,1388278.879728341,1150823.453757681,237455.42597066006,0.1710430299257491,1313.9999999999964
问题三方案,2025,155,6354385.022685483,929250.3014033022,335385.76921902946,5760520.49050121,1389340.283907149,1160404.2557623875,228936.02814476145,0.16478038591160687,1313.9999999999964
问题三方案,2025,156,6395533.69339784,936569.9244514424,324954.1688413781,5783917.937787775,1381543.3468643867,1181373.4629146638,200169.88394972286,0.14488860186981284,1313.9999999999964
问题三方案,2025,157,6503284.890659201,933463.8663546562,350754.5801165043,5920575.604421048,1419901.018331205,1180133.0635051485,239767.9548260565,0.16886244303694725,1313.9999999999964
问题三方案,2025,158,6659155.139828862,942217.1213866678,362774.51468580717,6079712.533128001,1492555.8319927494,1218377.2656832447,274178.5663095047,0.1836973602142855,1313.9999999999964
问题三方案,2025,159,6366744.880700801,933634.7460373885,336781.2820460554,5769891.416709468,1342667.0922185795,1144196.3161823743,198470.77603620524,0.14781830670196777,1313.9999999999964
问题三方案,2025,160,6409015.0299084615,942875.4459986138,364679.49799259624,5830819.081902444,1459474.8842826558,1142003.0985103478,317471.785772308,0.21752466533766224,1313.9999999999964
问题三方案,2025,161,6495541.117463139,913651.2592930504,371564.25534573355,5953454.113515822,1539280.8699235024,1207467.0453194224,331813.82460408006,0.21556418395596003,1313.9999999999964
问题三方案,2025,162,6286426.311299626,912803.201060906,354421.0736385025,5728044.183877222,1460461.679787698,1159409.4180055417,301052.2617821563,0.20613499549397227,1313.9999999999964
问题三方案,2025,163,6366909.4011421725,924588.3777461958,328575.1792616185,5770896.202657595,1334167.184142561,1138307.2526868496,195859.93145571137,0.14680313965418518,1313.9999999999964
问题三方案,2025,164,6553863.495354149,947240.0991245443,365464.9152058365,5972088.311435441,1457565.2602624171,1179397.5391478206,278167.7211145966,0.19084409370769156,1313.9999999999964
问题三方案,2025,165,6396023.635691921,909974.0529282761,318378.6425558765,5804428.2253195215,1325066.3672142152,1163221.4205435128,161844.94667070243,0.12214101170718038,1313.9999999999964
问题三方案,2025,166,6469701.247915483,906204.4903280789,356472.7401285651,5919969.497715969,1471176.4004204965,1193566.7070974899,277609.6933230066,0.18869912081492016,1313.9999999999964
问题三方案,2025,167,6429157.093383811,913179.4630817334,359633.64413418464,5875611.274436262,1491404.4515363162,1193096.8642818527,298307.58725446346,0.20001790054144783,1313.9999999999964
问题三方案,2025,168,6317152.718367405,900867.2218340146,357926.01032023213,5774211.506853622,1454417.3309778278,1155978.4356114685,298438.89536635927,0.2051948151399668,1313.9999999999964
问题三方案,2025,169,6338669.107638669,924603.5570085278,344903.39459064585,5758968.945220787,1405010.4518059795,1162828.3077061377,242182.14409984183,0.1723703505468906,1313.9999999999964
问题三方案,2025,170,6630252.724969772,946267.9030427645,348057.02523205196,6032041.84715906,1408561.9708142919,1191843.9401864563,216718.03062783554,0.1538576471027047,1313.9999999999964
问题三方案,2025,171,6425124.099778483,916994.8731824589,369176.6487832503,5877305.875379275,1524826.4323308652,1185395.6253543424,339430.8069765228,0.22260291386585251,1313.9999999999964
问题三方案,2025,172,6453984.90606953,941704.2092684566,349258.7126549177,5861539.409455991,1419583.4578046058,1164739.0049740495,254844.4528305563,0.17952058502053467,1313.9999999999964
问题三方案,2025,173,6592176.7735326495,943952.9982439155,339421.24378885276,5987645.019077586,1411988.9457789955,1199191.8875907676,212797.05818822794,0.15070731171399335,1313.9999999999964
问题三方案,2025,174,6380432.137272645,914407.6856543645,366074.4629287069,5832098.914546987,1488998.5981592247,1164763.1295046848,324235.4686545399,0.21775404560848893,1313.9999999999964
问题三方案,2025,175,6383094.479216424,911351.8487044073,334530.7091633717,5806273.339675388,1407572.5796978958,1172233.4975123145,235339.08218558133,0.16719498914655728,1313.9999999999964
问题三方案,2025,176,6437613.159833465,925200.2594900359,338092.5452173805,5850505.44556081,1378638.8338186373,1171070.6236350045,207568.2101836328,0.15056025196149292,1313.9999999999964
问题三方案,2025,177,6326290.407256831,911942.7396885841,316602.04059413914,5730949.708162387,1314889.2532325701,1164489.204437533,150400.0487950372,0.11438229373712533,1313.9999999999964
问题三方案,2025,178,6305866.543790116,936486.8734784279,314591.8334575186,5683971.503769207,1293446.3491480402,1142101.8897026475,151344.4594453927,0.11700868732984512,1313.9999999999964
问题三方案,2025,179,6434217.566242049,936767.1002822899,331215.90175268444,5828666.367712444,1372772.0635413297,1168475.0965400862,204296.9670012435,0.1488207492176233,1313.9999999999964
问题三方案,2025,180,6353899.735016085,898206.09196542,357730.23308992654,5813423.876140592,1489237.5209930453,1179427.3774374307,309810.14355561463,0.20803272761287178,1313.9999999999964
问题三方案,2025,181,6516745.748094966,906754.633930656,357704.6483673705,5967695.76253168,1495103.811012811,1209656.7592967267,285447.05171608436,0.19092122541157677,1313.9999999999964
问题三方案,2025,182,6567386.607253578,936427.6103922775,359837.27244097646,5990796.269302277,1473963.7790329028,1199534.964137778,274428.8148951249,0.1861842324749548,1313.9999999999964
问题三方案,2025,183,6426724.7262012055,918472.9471799576,351080.8238822346,5859332.6029034825,1403716.6595459506,1169401.7628336432,234314.89671230735,0.1669246390422547,1313.9999999999964
问题三方案,2025,184,6480861.348721354,942220.4122115033,325463.9568627956,5864104.8933726465,1335971.1486735095,1169138.2464840245,166832.90218948503,0.12487762355881264,1313.9999999999964
问题三方案,2025,185,6340753.748079409,935750.872976686,343908.72798906907,5748911.603091792,1384567.5278722453,1146261.2773907227,238306.25048152264,0.1721160186731689,1313.9999999999964
问题三方案,2025,186,6349275.563263421,938223.3097022178,314308.865890688,5725361.119451892,1292552.0183610802,1150193.5330595965,142358.48530148366,0.11013752891894459,1313.9999999999964
问题三方案,2025,187,6403460.462071558,916939.2414552543,350488.7780674537,5837009.998683758,1415060.3934692824,1167337.2651531247,247723.12831615773,0.1750618768353898,1313.9999999999964
问题三方案,2025,188,6423020.04265323,932086.1045777296,353795.0265388558,5844728.964614356,1424847.7160174376,1155680.3297685275,269167.3862489101,0.1889095818613194,1313.9999999999964
问题三方案,2025,189,6292096.062807657,903370.6398775753,313261.48379149043,5701986.906721571,1293718.0858537774,1154897.8999865088,138820.1858672686,0.10730327370793111,1313.9999999999964
问题三方案,2025,190,6535226.8643471105,917063.7845919533,357198.8365937104,5975361.916348868,1425869.0364484407,1185581.7064979468,240287.329950494,0.16851991579044487,1313.9999999999964
问题三方案,2025,191,6418440.338395323,918825.9407485337,354880.4109904615,5854494.80863725,1473365.1946127445,1167573.236798427,305791.95781431743,0.2075466143305299,1313.9999999999964
问题三方案,2025,192,6331256.905257303,924718.3926159411,317990.5837616802,5724529.096403042,1321098.0131589584,1154850.9113447198,166247.1018142386,0.12584009676671526,1313.9999999999964
问题三方案,2025,193,6488041.275769054,905376.7723655701,336806.8710351704,5919471.374438655,1368903.2185201065,1196880.0858361996,172023.13268390694,0.12566493405565782,1313.9999999999964
问题三方案,2025,194,6594875.476446038,914643.1297985935,361781.7869335393,6042014.133580985,1493543.6220067863,1220013.8296487948,273529.79235799145,0.18314148199465755,1313.9999999999964
问题三方案,2025,195,6550539.162056152,896996.0093893124,354130.7436696895,6007673.896336529,1474387.9128521257,1213841.2373954025,260546.6754567232,0.1767151461196595,1313.9999999999964
问题三方案,2025,196,6314791.46989535,894963.8421399596,317545.30029944994,5737372.92805484,1320113.8166565625,1165029.9949484505,155083.82170811202,0.11747761424154403,1313.9999999999964
问题三方案,2025,197,6346637.275209492,897599.1417754652,324858.3664836489,5773896.499917676,1380977.8308505334,1181746.1872676355,199231.64358289796,0.1442685314218207,1313.9999999999964
问题三方案,2025,198,6600491.602009382,941013.1848292398,368401.76502771035,6027880.182207853,1502712.1135751836,1199367.533102521,303344.5804726626,0.2018647335922242,1313.9999999999964
问题三方案,2025,199,6361164.250237662,899628.7877712275,331889.810750375,5793425.273216809,1370127.685565612,1153554.5719651105,216573.11360050156,0.15806783256926635,1313.9999999999964
问题三方案,2026,0,6556756.983961503,909142.8649945188,326892.8498697242,5974506.968836709,1215263.1606887938,1189042.4154414877,26220.74524730607,0.021576187031329516,1291.9999999999964
问题三方案,2026,1,6452503.060660166,920648.6012832473,327004.5327372337,5858858.992114152,1194709.3577785115,1167102.6032932894,27606.754485222045,0.023107506696486504,1291.9999999999964
问题三方案,2026,2,6530980.805093772,924443.4123961953,369897.2766880795,5976434.669385656,1285742.8989550376,1166892.231254022,118850.66770101548,0.09243735104242772,1291.9999999999964
问题三方案,2026,3,6500824.678688363,933959.4585792539,342779.46335721255,5909644.683466322,1256757.1756892274,1187584.7137205137,69172.46196871367,0.05504043526210885,1291.9999999999964
问题三方案,2026,4,6493661.492463088,940158.9406598829,327466.4057253001,5880968.9575285055,1182026.2365426205,1163670.9807219894,18355.25582063105,0.01552863655067373,1291.9999999999964
问题三方案,2026,5,6746275.6397695895,933596.3050252423,357784.4094223001,6170463.744166647,1320419.7319292335,1228813.723792065,91606.0081371686,0.069376430783358,1291.9999999999964
问题三方案,2026,6,6586768.374643264,929352.384710534,376455.49933923106,6033871.489271962,1345190.400931034,1199615.0393870235,145575.36154401046,0.10821914982686076,1291.9999999999964
问题三方案,2026,7,6798569.994559153,947345.1867264345,359422.3687419311,6210647.17657465,1329390.2537881492,1246473.42601106,82916.82777708932,0.062372074370798634,1291.9999999999964
问题三方案,2026,8,6601829.905472078,910191.1404884987,375651.16652593046,6067289.93150951,1370297.6780094232,1228357.6010227522,141940.07698667096,0.10358338867862758,1291.9999999999964
问题三方案,2026,9,6663063.854419327,930453.6602092986,366490.0388683641,6099100.233078392,1300617.6776859597,1212303.4771252049,88314.20056075486,0.06790173782497115,1291.9999999999964
问题三方案,2026,10,6718012.584918327,942372.4017914678,379754.09875052585,6155394.281877385,1341549.3511601859,1204242.6620067928,137306.68915339303,0.10234933887049982,1291.9999999999964
问题三方案,2026,11,6713014.228262885,923968.9960013281,376729.55528859945,6165774.787550156,1379759.336278722,1235683.0028497993,144076.33342892257,0.10442135062300319,1291.9999999999964
问题三方案,2026,12,6677310.830907433,940529.0630472199,341488.233251747,6078270.00111196,1249850.2482446271,1202883.8751049638,46966.37313966337,0.0375776003610241,1291.9999999999964
问题三方案,2026,13,6628141.725623545,912653.6315797978,383811.3969026461,6099299.490946393,1359335.7734245674,1209502.27445344,149833.49897112744,0.11022552477498088,1291.9999999999964
问题三方案,2026,14,6819964.342566348,958152.9606142393,378351.4069062279,6240162.788858336,1352172.6656661814,1234218.2019827976,117954.46368338377,0.08723328512580943,1291.9999999999964
问题三方案,2026,15,6548299.155073324,947357.5743396989,353415.11384250456,5954356.694576129,1287605.700157028,1184705.3926511088,102900.30750591913,0.07991600805539312,1291.9999999999964
问题三方案,2026,16,6653957.596526385,927012.9625659687,381199.3875208217,6108144.021481238,1394311.9385188236,1236228.9914495405,158082.9470692831,0.11337703042062057,1291.9999999999964
问题三方案,2026,17,6809945.608738323,946226.7246445969,379634.24135247536,6243353.125446201,1387308.5701611238,1252272.8960764809,135035.6740846429,0.09733643760952164,1291.9999999999964
问题三方案,2026,18,6534508.822141858,954344.6157615874,330928.9705931183,5911093.1769733885,1185526.718588486,1160180.496326036,25346.22226245003,0.021379714067201953,1291.9999999999964
问题三方案,2026,19,6540110.568134812,932045.8724280603,343521.3312201161,5951586.026926868,1262569.500941237,1194437.3093110581,68132.19163017883,0.05396312169697331,1291.9999999999964
问题三方案,2026,20,6639441.760144829,930752.7934102659,358954.03724999254,6067643.003984556,1308805.4901157557,1217716.0755884622,91089.41452729353,0.06959736585398739,1291.9999999999964
问题三方案,2026,21,6453277.775213601,910243.3642524852,335103.6861675584,5878138.097128674,1227771.1538345572,1188646.1501315772,39125.00370298,0.031866690776033754,1291.9999999999964
问题三方案,2026,22,6736352.860018617,932102.8149320048,371026.2103714858,6175276.255458098,1367468.6079778813,1252733.8489549635,114734.75902291783,0.08390302954930696,1291.9999999999964
问题三方案,2026,23,6713320.498512642,927333.140110383,362747.19125872344,6148734.5496609835,1322588.2553468812,1227916.058879475,94672.19646740612,0.07158100496104587,1291.9999999999964
问题三方案,2026,24,6706779.695468597,948846.5393634759,360401.90526550537,6118335.061370627,1299578.1854474174,1210557.7292818616,89020.45616555586,0.06849950019352471,1291.9999999999964
问题三方案,2026,25,6790358.958233732,948759.1369295034,365107.9177526486,6206707.739056877,1329492.4351574318,1232157.5283050234,97334.90685240831,0.07321208024841631,1291.9999999999964
问题三方案,2026,26,6807157.042785629,952012.4362042709,369826.1522365933,6224970.758817951,1335006.367028326,1242289.0985568273,92717.26847149874,0.06945080619943701,1291.9999999999964
问题三方案,2026,27,6542429.778597614,932340.5451708864,344335.49617483746,5954424.729601565,1247450.5577994802,1179355.2082384871,68095.34956099303,0.05458761402224562,1291.9999999999964
问题三方案,2026,28,6457838.349172286,922995.371065071,377484.38180358167,5912327.359910796,1372504.0952435492,1182806.1243376464,189697.9709059028,0.13821304545706373,1291.9999999999964
问题三方案,2026,29,6508727.982923293,913204.1415108322,348495.87870890566,5944019.720121366,1318766.919848005,1193740.697250994,125026.22259701113,0.09480539791779208,1291.9999999999964
问题三方案,2026,30,6725127.635395466,946510.870625721,369312.1859366392,6147928.950706384,1323435.1527873168,1213273.0578464025,110162.0949409143,0.08323951098691872,1291.9999999999964
问题三方案,2026,31,6680330.689038106,941855.2052494632,369966.6265045136,6108442.1102931565,1328906.5234200766,1202466.5643818544,126439.95903822221,0.09514586376836805,1291.9999999999964
问题三方案,2026,32,6601389.4807419665,919077.7998447383,372846.91120100557,6055158.592098234,1368777.7599282516,1217392.9605339724,151384.79939427925,0.11059852360708616,1291.9999999999964
问题三方案,2026,33,6669428.790579375,941129.8449537952,377471.5402764379,6105770.485902018,1361409.678742525,1214336.077719941,147073.6010225839,0.10803037712970383,1291.9999999999964
问题三方案,2026,34,6462943.325208142,935276.3031070256,325006.1617921748,5852673.183893292,1186159.428612532,1162632.3335427823,23527.095069749746,0.01983468200161738,1291.9999999999964
问题三方案,2026,35,6512961.28542271,917876.6735068373,329940.06683907035,5925024.6787549425,1202151.5254385325,1173598.8782288216,28552.647209710907,0.023751288090987695,1291.9999999999964
问题三方案,2026,36,6918495.09930459,960296.8037579107,372090.3391513489,6330288.634698029,1330069.811400505,1251229.6425218256,78840.1688786794,0.05927521112268849,1291.9999999999964
问题三方案,2026,37,6406102.471437909,909958.6136966876,326556.049512082,5822699.907253303,1180146.4216170097,1153929.6853922047,26216.736224805005,0.022214816521566393,1291.9999999999964
问题三方案,2026,38,6376385.117778394,909138.195235318,318616.1389645946,5785863.061507671,1181899.667946249,1162989.744059934,18909.923886314966,0.01599960165753677,1291.9999999999964
问题三方案,2026,39,6518188.360236412,939823.5384040028,343306.78596194455,5921671.607794354,1241473.5151745323,1194833.011533362,46640.50364117022,0.03756866584029646,1291.9999999999964
问题三方案,2026,40,6591905.077577794,908420.4535270099,383892.9300145801,6067377.554065364,1383051.9118959336,1215843.4222102517,167208.48968568188,0.12089820219146144,1291.9999999999964
问题三方案,2026,41,6679334.716875247,942241.6487819959,339775.3191499217,6076868.387243172,1222775.552899256,1195199.1341681418,27576.41873111436,0.022552314417580092,1291.9999999999964
问题三方案,2026,42,6638627.32304951,928869.6753663219,363250.202558891,6073007.850242079,1313249.4662426899,1210617.4687301237,102631.99751256616,0.07815118159248477,1291.9999999999964
问题三方案,2026,43,6648082.209131783,909195.5233584224,359874.0901575766,6098760.775930937,1290144.2373566166,1220343.3782213225,69800.8591352941,0.05410314375260045,1291.9999999999964
问题三方案,2026,44,6783650.41461862,935145.1387764694,374673.4003795658,6223178.676221716,1362200.1762974793,1250970.2876238278,111229.8886736515,0.08165458396575699,1291.9999999999964
问题三方案,2026,45,6560889.997582556,931913.0155400353,347278.43956354156,5976255.421606062,1280113.6175278472,1194410.444508976,85703.17301887111,0.06694966122177569,1291.9999999999964
问题三方案,2026,46,6553005.5994711835,950362.5868876744,332733.2386259512,5935376.25120946,1226861.9715813647,1188845.855368999,38016.11621236568,0.030986465546213628,1291.9999999999964
问题三方案,2026,47,6442814.651575776,912217.1734222242,326704.8197873315,5857302.297940884,1227900.7047879153,1184186.1124111048,43714.5923768105,0.03560108093948927,1291.9999999999964
问题三方案,2026,48,6602998.4814792685,921859.5915883769,352255.76743083546,6033394.657321727,1286335.796990156,1216738.4381689597,69597.35882119625,0.0541051247924875,1291.9999999999964
问题三方案,2026,49,6718913.272439596,954568.529210385,357195.0762961078,6121539.819525319,1242938.7972940523,1192954.186903162,49984.61039089039,0.040214860538354505,1291.9999999999964
问题三方案,2026,50,6443842.182964565,917368.560190319,337489.0882525888,5863962.711026835,1215847.1453599215,1166390.5717436827,49456.57361623878,0.04067663752387096,1291.9999999999964
问题三方案,2026,51,6773370.079969842,956368.1493252149,372812.8453198163,6189814.775964443,1345346.453050713,1222486.67641937,122859.77663134295,0.09132203556395872,1291.9999999999964
问题三方案,2026,52,6738049.199516128,955002.6940905125,376537.8610057559,6159584.366431371,1357590.0265005785,1215039.3184316638,142550.7080689147,0.10500276614167801,1291.9999999999964
问题三方案,2026,53,6683700.946468307,928620.9838819118,362472.9833229833,6117552.945909378,1299612.8335684203,1207134.4935837872,92478.33998463303,0.07115837701502996,1291.9999999999964
问题三方案,2026,54,6741455.835029401,927709.3939402393,378378.6252489137,6192125.066338075,1396099.856408969,1251657.3696170542,144442.4867919148,0.10346142944491664,1291.9999999999964
问题三方案,2026,55,6647390.279758203,922807.1850382423,342303.18824537966,6066886.28296534,1265499.6588356437,1215038.141700046,50461.517135597765,0.03987477735239077,1291.9999999999964
问题三方案,2026,56,6643663.398378339,949698.2949701264,350204.14689095423,6044169.250299166,1263466.381155834,1196711.332280446,66755.04887538799,0.052834843784541126,1291.9999999999964
问题三方案,2026,57,6798734.1252900865,947250.2891193256,383070.59711372247,6234554.433284484,1382422.10198416,1236640.9538648431,145781.1481193169,0.10545342693094999,1291.9999999999964
问题三方案,2026,58,6609655.668226876,926226.7860134189,336514.36896747164,6019943.251180929,1238149.6689652205,1209249.0494597943,28900.619505426148,0.02334178187809859,1291.9999999999964
问题三方案,2026,59,6591808.202403106,960995.477358194,350912.06387849106,5981724.788923403,1266965.694596269,1181511.0414420224,85454.65315424651,0.06744827702811439,1291.9999999999964
问题三方案,2026,60,6406603.95431032,921911.5692052811,326287.0515274673,5810979.436632507,1189583.2132124244,1155342.3243833259,34240.88882909855,0.028783937473892494,1291.9999999999964
问题三方案,2026,61,6604095.22841244,948601.7103205255,376106.6243780143,6031600.142469929,1359012.3278518645,1191876.5130651032,167135.8147867613,0.12298329556064151,1291.9999999999964
问题三方案,2026,62,6586117.871763055,917237.3317639036,362171.7234353172,6031052.263434469,1309329.2425354181,1196541.64755218,112787.59498323803,0.08614150766604226,1291.9999999999964
问题三方案,2026,63,6669582.258976481,938559.9655612739,366435.0264267687,6097457.319841976,1314894.8518531444,1207322.512647704,107572.33920544037,0.08181060185446275,1291.9999999999964
问题三方案,2026,64,6769332.493663535,933478.5985455102,384718.7231380247,6220572.61825605,1369097.2428769912,1228499.250507405,140597.99236958614,0.10269394164737092,1291.9999999999964
问题三方案,2026,65,6675428.491105949,949256.7732084434,352837.2145968638,6079008.932494369,1271898.288441269,1199167.7129284905,72730.57551277848,0.05718269784128016,1291.9999999999964
问题三方案,2026,66,6743780.919368593,957409.2968485582,374880.17071000143,6161251.793230036,1349010.5039559929,1213226.1838956373,135784.3200603556,0.10065475373406367,1291.9999999999964
问题三方案,2026,67,6731905.656787339,929234.3349889184,367629.26039696764,6170300.582195388,1356646.0387359383,1237364.0999216123,119281.93881432596,0.08792414189737177,1291.9999999999964
问题三方案,2026,68,6696159.619374261,917417.1029562536,356850.59831430955,6135593.114732318,1292086.6135631714,1230460.4017816149,61626.211781556485,0.04769510893051561,1291.9999999999964
问题三方案,2026,69,6662769.5013438575,932819.3631458215,366835.6149020408,6096785.753100077,1352546.078774427,1223355.809104942,129190.26966948505,0.09551635371014296,1291.9999999999964
问题三方案,2026,70,6707397.436832876,928399.7242335831,351197.78398129117,6130195.496580584,1304117.5322534428,1235326.6093164457,68790.92293699714,0.052749020878609186,1291.9999999999964
问题三方案,2026,71,6518239.611423405,936513.3988981673,349690.5850104645,5931416.797535702,1260639.7022012132,1175121.493655446,85518.20854576724,0.06783715315045465,1291.9999999999964
问题三方案,2026,72,6521382.918545689,931487.0119148432,355177.4296662268,5945073.3362970725,1260457.2716083578,1174612.2233965357,85845.04821182205,0.06810627392571808,1291.9999999999964
问题三方案,2026,73,6784744.231136724,938837.0428258065,364308.10919831233,6210215.29750923,1322418.2491057767,1240210.998587873,82207.2505179036,0.062164334599505405,1291.9999999999964
问题三方案,2026,74,6591998.086402625,928253.1474966565,382680.0136464972,6046424.952552466,1371671.4074813866,1203698.9484340998,167972.45904728677,0.12245823462611335,1291.9999999999964
问题三方案,2026,75,6545219.294363067,959060.3675803753,384415.67299440975,5970574.599777101,1373097.9954440694,1177311.7925998874,195786.20284418203,0.14258720316670728,1291.9999999999964
问题三方案,2026,76,6653197.197184814,948935.1306915992,347703.27654432505,6051965.34303754,1291880.5761981148,1218072.4848439181,73808.09135419666,0.057132286616931,1291.9999999999964
问题三方案,2026,77,6482495.489908428,921549.5295200183,335241.46875175566,5896187.429140165,1213918.6565137554,1171653.2247123474,42265.43180140806,0.03481735087817982,1291.9999999999964
问题三方案,2026,78,6522259.044116187,954320.5343804996,329675.8763656467,5897614.386101334,1195506.9934303751,1164885.6991964628,30621.29423391237,0.0256136470988329,1291.9999999999964
问题三方案,2026,79,6604547.108606836,944726.9704548033,348034.97616553114,6007855.114317563,1234648.7155494608,1185942.1751597053,48706.54038975551,0.03944971535330957,1291.9999999999964
问题三方案,2026,80,6575895.860783929,940220.7751647487,334788.759920454,5970463.845539634,1214652.4751021706,1177672.963626585,36979.511475585634,0.030444519921202236,1291.9999999999964
问题三方案,2026,81,6549731.929566717,928994.0955619694,365120.2553526792,5985858.089357426,1320049.921872905,1173340.2141909343,146709.70768197067,0.11113951468882095,1291.9999999999964
问题三方案,2026,82,6706162.18489927,931898.1126298493,371718.45800683566,6145982.530276256,1345293.0560155043,1218038.1062695351,127254.94974596915,0.09459273514937593,1291.9999999999964
问题三方案,2026,83,6652324.02724848,927969.5801390712,335840.12204855465,6060194.569157964,1247008.7156303825,1215243.1972217604,31765.518408622127,0.02547337320939586,1291.9999999999964
问题三方案,2026,84,6515078.398793167,911896.454649726,370690.73302154394,5973872.677164986,1332913.5886007233,1180959.7174960272,151953.87110469607,0.11400129190986448,1291.9999999999964
问题三方案,2026,85,6510896.621201757,912876.9323296293,364274.4183059566,5962294.107178085,1338515.091202925,1188122.2178380655,150392.8733648595,0.11235799607586139,1291.9999999999964
问题三方案,2026,86,6470804.736786943,932256.6141126702,325841.53166758554,5864389.654341858,1195627.5963906667,1176092.7189561322,19534.877434534486,0.01633859697911451,1291.9999999999964
问题三方案,2026,87,6678314.48845247,916281.960562608,384672.717993763,6146705.245883625,1391990.7965143065,1216205.5705290597,175785.2259852467,0.12628332487932512,1291.9999999999964
问题三方案,2026,88,6668250.627025714,942808.686766862,369664.6740512345,6095106.614310087,1373543.1471259764,1225274.573171576,148268.57395440037,0.1079460621711374,1291.9999999999964
问题三方案,2026,89,6620285.331683058,935091.3680391856,360237.1998981421,6045431.1635420155,1320472.2824602476,1202699.190185682,117773.09227456572,0.08919012828889972,1291.9999999999964
